title,description,link,provider,ranking,provider_category,category,subcategory,level,hours_to_complete,num_subtitles,subscribers,log_subscribers
Business Strategies for Social Impact,"When is it good business practice to invest for social good? What are the most innovative and effective business strategies for developing positive social impact around the world? Designed by renowned Wharton professors Katherine Klein and Chris Geczy to help individuals, organizations, and investors bring about societal change, this course introduces the fundamentals of impact investing, and developing a business strategy that drives social impact. You?Ä?????ll learn how to become a leader who cultivates purpose and inspires change, measure societal impact through evidence-based models, and invest in ventures effectively and meaningfully. By the end of this course, you?Ä?????ll have a deep understanding of the realities of leading an organization with purpose, and be able to build successful strategies that bring impactful change to the world.",https://www.coursera.org/learn/wharton-social-impact,University of Pennsylvania,16,QS 100 University,Business,Business Strategy,Unknown Level,11,5,9810,9.191157553
Developing An Entrepreneurial Mindset: First Step Towards Success,"This course is the first in a series on starting a business. Though new venture creation is the focus of the specialization, this course is important for everyone.To create a successful business it is not only about what you do (technical execution), it is also about how you think.  This course provides learners with insights to re-frame their thinking in order to maximize their chances for success.",https://www.coursera.org/learn/entrepreneurial-mindset,Michigan State University,157,Other university,Business,Entrepreneurship,Unknown Level,14,5,58985,10.98503845
Research Proposal: Initiating Research,"Market Research is a growing and important field that is used in many industries around the world. Given all the data that is collected whether by organizations, industries, social media, governments, etc., it?Ä?????s important that someone can review and sift through all the noise to provide valuable insights. And that?Ä?????s where you come in as a market researcher. This course will only scratch the surface and provide you a foundational understanding of this field.",https://www.coursera.org/learn/research-proposal-initiating-research,"University of California, Davis",112,Other university,Business,Marketing,Intermediate Level,11,6,42913,10.66693009
Fundamentals of Rehearsing Music Ensembles,"Learn and practice the basic principles of running an effective music ensemble rehearsal.  Techniques and strategies are applicable to a variety of ensembles, including bands, orchestras, choirs, and chamber groups.",https://www.coursera.org/learn/music-ensembles,The University of North Carolina at Chapel Hill,95,QS 100 University,Arts and Humanities,Music and Art,Unknown Level,22,5,15860,9.671555495
Python Classes and Inheritance,"This course introduces classes, instances, and inheritance. You will learn how to use classes to represent data in concise and natural ways. You'll also learn how to override built-in methods and how to create ""inherited"" classes that reuse functionality. You'll also learn about how to design classes. Finally, you will be introduced to the good programming habit of writing automated tests for their own code.",https://www.coursera.org/learn/python-classes-inheritance,University of Michigan,21,QS 100 University,Computer Science,Software Development,Intermediate Level,17,5,69820,11.15367578
Teaching EFL/ESL Reading: A Task Based Approach,This course explores ways of teaching reading skills in English as Second and Foreign Language (ESL/EFL) using a task-based approach. You will be introduced to the concept of task and the key principles of task-based language teaching (TBLT) and learning. TBLT uses communicative tasks as the key unit for creating language learning activities. You will also examine the role of reading in real-life and in second and foreign language teaching and current thinking about the interface between TBLT and second language reading. You will explore how TBLT and teaching second language reading can be successfully integrated in practice through analysing task-based reading materials. The course culminates in creating task-based materials for teaching reading in your own language teaching contexts.,https://www.coursera.org/learn/esl-reading,University of London,10,Other university,Social Sciences,Education,Intermediate Level,21,2,31834,10.36829018
Software Architecture for the Internet of Things,"This course will teach you how to design futureproof systems that meet the requirements of IoT systems: systems that are secure, interoperable, modifiable and scalable. Moreover, you'll learn to apply best-in-class software architecture methods to help you design complex IoT and other applications. Lastly, you'll come to understand the business impact of the technical decisions that you make as an IoT system architect.",https://www.coursera.org/learn/iot-software-architecture,EIT Digital,1500,Company,Computer Science,Software Development,Unknown Level,27,5,22099,10.00328764
Research for Impact,"In this course, you will learn more about the Research for Impact approach - a set of principles and practices that will help you to make your research more impactful. Traditionally, the goals and outcomes of research projects were to contribute knowledge and communicate this knowledge through academic publications and journal articles. But If we truly want our research to have an impact, we need to do research differently. Research that influences change in policy, practice, behaviour and attitudes.",https://www.coursera.org/learn/research-for-impact,University of Cape Town,220,Other university,Social Sciences,Governance and Society,Beginner Level,20,1,10662,9.274441297
Digital Transformation of Financial Services - Capstone Project,"In this capstone project course, we ask YOU to apply everything you have learned in this specialization to analyze a real world company and to develop a digital transformation strategy for this company.",https://www.coursera.org/learn/digital-transformation-financial-services-project,Copenhagen Business School,15,Other university,Business,Business Strategy,Intermediate Level,4,2,5985,8.697011618
Getting Your Film off the Ground,"This course is an introduction to many of the possibilities that exist to fund your film, market it, and create an audience for it. It will give you a sense of possible options and avenues to explore and it will start you on the process of making your film dreams a reality. The course covers the grant researching and writing process for fiction films and documentaries, strategies for developing impactful film websites, best social media practices for filmmakers, and how to approach crowdfunding and seeking investors. Through these experiences you will be prepared to seek funding for your film and to build your own audience through digital spaces.",https://www.coursera.org/learn/film-off-ground,Michigan State University,157,Other university,Arts and Humanities,Music and Art,Beginner Level,25,1,9579,9.167328481
Sensor Manufacturing and Process Control,"""Sensor Manufacturing and Process Control"" can also be taken for academic credit as ECEA 5343, part of CU Boulder?Ä?????s Master of Science in Electrical Engineering degree.",https://www.coursera.org/learn/sensor-manufacturing-process-control,University of Colorado Boulder,230,Other university,Physical Science and Engineering,Electrical Engineering,Intermediate Level,55,1,10313,9.241160514
America Through Foreign Eyes,"The United States has always been a source of fascination ?Ä????? both attraction and repulsion ?Ä????? for the people of France, Mexico, China, and African countries such as Nigeria, Ghana, and Sudan.  ""America Through Foreign Eyes"" is a rich, interdisciplinary, international course that features Rice University faculty from a variety of disciplines and area studies. Focused on perceptions of America abroad, the course is a cross between World Cultures and American Studies. The course features five core modules, each covering the perceptions and interactions of particular regions with America, Americans and Americanization.",https://www.coursera.org/learn/america-through-foreign-eyes,Rice University,89,QS 100 University,Arts and Humanities,History,Beginner Level,33,5,14944,9.61206516
Algorithms on Strings,"World and internet is full of textual information. We search for information using textual queries, we read websites, books, e-mails. All those are strings from the point of view of computer science. To make sense of all that information and make search efficient, search engines use many string algorithms. Moreover, the emerging field of personalized medicine uses many search algorithms to find disease-causing mutations in the human genome.",https://www.coursera.org/learn/algorithms-on-strings,University of California San Diego,54,QS 100 University,Computer Science,Algorithms,Intermediate Level,17,1,71061,11.17129394
Measuring Causal Effects in the Social Sciences,"How can we know if the differences in wages between men and women are caused by discrimination or differences in background characteristics? In this PhD-level course we look at causal effects as opposed to spurious relationships. We will discuss how they can be identified in the social sciences using quantitative data, and describe how this can help us understand social mechanisms.",https://www.coursera.org/learn/causal-effects,University of Copenhagen,76,QS 100 University,Social Sciences,Governance and Society,Unknown Level,7,1,13745,9.528430401
"Modern Robotics, Course 3:  Robot Dynamics",Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?,https://www.coursera.org/learn/modernrobotics-course3,Northwestern University,29,QS 100 University,Physical Science and Engineering,Mechanical Engineering,Intermediate Level,22,1,7581,8.933400396
Social Business Model and Planning for Social Innovation,"In this course we will take the social business opportunity that you have identified in the first course to a higher level. Specifically, you will develop a business model using the Business Model Canvas. Gradually you will also start writing your business plan. Moreover, you will be able to assess different organizational forms and select the one that is appropriate for your developed business model. By the end of the course you will be able to compare different social impact investment methods and choose the right funding strategy for your social venture.",https://www.coursera.org/learn/social-business-model,Copenhagen Business School,15,Other university,Business,Entrepreneurship,Beginner Level,18,1,9084,9.114269903
Data Analysis with Python,"Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!",https://www.coursera.org/learn/data-analysis-with-python,IBM,42,Company,Data Science,Data Analysis,Beginner Level,24,6,207688,12.24379223
Interactive Computer Graphics,"Computer graphics can be a powerful tool for supporting visual problem solving, and interactivity plays a central role in harnessing the users' creativity. This course will introduce various interactive tools developed in computer graphics research field with their design rationales and algorithms. Examples include enhancements to graphical user interfaces, authoring tools for 2D drawings and 3D animations, and interactive computer-aided design systems. Rich live demonstrations and course assignments will give you insights and skills to design and implement such tools for your own problems.",https://www.coursera.org/learn/interactive-computer-graphics,The University of Tokyo,24,QS 100 University,Computer Science,Software Development,Intermediate Level,28,2,62374,11.0409038
Buddhism and Modern Psychology,"The Dalai Lama has said that Buddhism and science are deeply compatible and has encouraged Western scholars to critically examine both the meditative practice and Buddhist ideas about the human mind. A number of scientists and philosophers have taken up this challenge. There have been brain scans of meditators and philosophical examinations of Buddhist doctrines. There have even been discussions of Darwin and the Buddha: Do early Buddhist descriptions of the mind, and of the human condition, make particular sense in light of evolutionary psychology?",https://www.coursera.org/learn/science-of-meditation,Princeton University,12,QS 100 University,Health,Psychology,Unknown Level,16,3,550186,13.21801168
Semiconductor Physics,"This course can also be taken for academic credit as ECEA 5630, part of CU Boulder?Ä?????s Master of Science in Electrical Engineering degree.",https://www.coursera.org/learn/semiconductor-physics,University of Colorado Boulder,230,Other university,Physical Science and Engineering,Electrical Engineering,Advanced Level,12,5,20860,9.945588729
"Brand Management: Aligning Business, Brand and Behaviour","Professor Nader Tavassoli of London Business School contrasts traditional approaches to branding - where brands are a visual identity and a promise to customers - to brands as a customer experience delivered by the entire organisation. The course offers a brand workout for your own brands, as well as guest videos from leading branding professionals.",https://www.coursera.org/learn/brand,University of London,3,Other university,Business,Entrepreneurship,Beginner Level,17,6,221040,12.30609896
Disease Screening in Public Health,"Current and future public health is characterized by the increase of chronic and degenerative diseases, corresponding to the worldwide ageing of the population. The increasing prevalence of these conditions together with the long incubation period of the chronic diseases and the continual technological innovations, offer new opportunities to develop strategies for early diagnosis.",https://www.coursera.org/learn/screening,University of Geneva,106,QS 100 University,Health,Public Health,Beginner Level,22,5,22015,9.999479318
COBOL Programming with VSCode,"Professor Tak Auyeung of American River College, said it beautifully, ?Ä?????A programming language is not a fashion statement?Ä????? it is used for a purpose. Whether it is to add new features, modify logic, create APIs to integrate it into other applications, or implement modern development practices, businesses around the world need application developers who know COBOL.",https://www.coursera.org/learn/cobol-programming-vscode,IBM,42,Company,Computer Science,Software Development,Beginner Level,16,1,5573,8.625688788
The Making of the US President: A Short History in Five Elections,"As Donald Trump takes office as the forty-fifth president of the United States, this course explores presidential elections in historical perspective, via five case studies. It tells the story of key campaigns in US history, and by doing so it investigates how politics changed over time?Ä?????and how understanding the past sheds light on the current campaign. From the arrival of ""dirty politics"" to the impact of the ""digital revolution,"" the course looks at the historical background to some of the key phenomena that shaped the controversy-laden campaign of 2016.",https://www.coursera.org/learn/making-us-president,The University of Edinburgh,20,QS 100 University,Arts and Humanities,History,Beginner Level,19,2,2373,7.771910256
Epidemics - the Dynamics of Infectious Diseases,"Not so long ago, it was almost guaranteed that you would die of an infectious disease. In fact, had you been born just 150 years ago, your chances of dying of an infectious disease before you've reached the tender age of 5 would have been extremely high.",https://www.coursera.org/learn/epidemics,The Pennsylvania State University,101,Other university,Health,Basic Science,Unknown Level,17,5,57087,10.9523317
Business Model Innovation for Sustainable Landscape Restoration,"Land degradation is a widespread problem across the globe with serious consequences for the environment and all of society. Worsening land degradation caused by human activities is undermining the well-being of two-fifths of humanity, driving species extinctions and intensifying climate change. But there?Ä?????s a huge potential for restoring landscapes: around two billion hectares of land, about two times the size of China, can be restored.",https://www.coursera.org/learn/bmi-sustainable-landscape-restoration,Erasmus University Rotterdam,197,Other university,Business,Business Strategy,Beginner Level,26,1,3724,8.222553638
Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),What you?Ä?????ll achieve:,https://www.coursera.org/learn/script-writing,Michigan State University,157,Other university,Arts and Humanities,Music and Art,Unknown Level,22,4,83296,11.33015581
Business intelligence and data analytics: Generate insights,"?Ä?????Megatrends?Ä????? heavily influence today?Ä?????s organisations, industries and societies, and your ability to generate insights in this area is crucial to your organisation?Ä?????s success into the future. This course will introduce you to analytical tools and skills you can use to understand, analyse and evaluate the challenges and opportunities ?Ä?????megatrends?Ä????? will inevitably bring to your organisation. Via structured learning activities you will explore how these trends can be addressed through sustainability-oriented innovation. You will be introduced to key data analytics concepts such as systems thinking, multi-level perspectives and multidisciplinary methods for envisioning futures, and apply them to specific real-world challenges you and your organisation may face. And there?Ä?????ll be a focus on future-proofing skills such as teamwork, collaboration with diverse stakeholders and accounting for judgements made within ethical decision-making frameworks.",https://www.coursera.org/learn/business-intelligence-data-analytics,Macquarie University,214,Other university,Business,Business Essentials,Unknown Level,29,1,11464,9.34696697
Cybersecurity Awareness and Innovation,,https://www.coursera.org/learn/cybersecurity,EIT Digital ,1500,Company,Information Technology,Security,Beginner Level,7,1,10775,9.284983915
Fundamentals of Management,"Are you about to enter the workforce? Are you an emerging professional? Are you new to your role in the organization? All prospective new employees benefit from understanding management principles, roles and responsibilities, regardless of position.  Now you can acquire an in-depth understanding of the basic concepts and theories of management while exploring the manager's operational role in all types of organizations. Gain insight into the manager's responsibility in planning, organizing, leading, staffing and controlling within the workplace. It?Ä?????s never too soon to plan your professional path by learning how the best managers manage for success!",https://www.coursera.org/learn/fundamentals-of-management,"University of California, Irvine",210,Other university,Business,Leadership and Management,Unknown Level,7,5,116749,11.66778161
Using Python to Access Web Data,"This course will show how one can treat the Internet as a source of data.  We will scrape, parse, and read web data as well as access data using web APIs.  We will work with HTML, XML, and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook ?Ä?????Python for Everybody?Ä?????. To succeed in this course, you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization.  These topics include variables and expressions, conditional execution (loops, branching, and try/except), functions, Python data structures (strings, lists, dictionaries, and tuples), and manipulating files.  This course covers Python 3.",https://www.coursera.org/learn/python-network-data,University of Michigan,21,QS 100 University,Computer Science,Software Development,Unknown Level,19,6,523271,13.16785477
Sales Training: Inbound Business Strategy,Welcome to the Inbound Certification course!,https://www.coursera.org/learn/inbound-business-strategy,HubSpot Academy,1500,Company,Business,Business Strategy,Beginner Level,12,1,5080,8.533066541
Advanced Interviewing Techniques,"People interviewing for jobs today often fail because they are using yesterday's strategies. Recruiting technology has become more sophisticated, and the best employers are constantly changing the way interviews are done. This course gives you detailed strategies for handling tough competency-based, or behavioral,  interviews so that you can communicate the knowledge, skills, and abilities that you have and that employers demand.",https://www.coursera.org/learn/interview-techniques,"University of Maryland, College Park",152,Other university,Language Learning,Learning English,Unknown Level,21,6,34066,10.4360551
Survival Analysis in R for Public Health,Welcome to Survival Analysis in R for Public Health!,https://www.coursera.org/learn/survival-analysis-r-public-health,Imperial College London,8,QS 100 University,Health,Public Health,Intermediate Level,11,1,9134,9.119758994
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),"How will you know if your patient safety and quality project is meeting its objectives? Peter Drucker once said ?Ä?????What gets measured, gets managed.?Ä????? In this course, students will learn why measurement is critical to quality improvement work. Equally important, they will learn which data sources provide the most meaningful information and tools for how and where to locate them. Finally, students will learn how to interpret data from their patient safety and quality projects to guide and modify them during implementation to maximize their chances of making a difference for patients.",https://www.coursera.org/learn/patient-safety-measurement,Johns Hopkins University,25,QS 100 University,Health,Healthcare Management,Unknown Level,6,1,3065,8.027802848
Symmetric Cryptography,Welcome to Symmetric Cryptography!,https://www.coursera.org/learn/symmetric-crypto,University of Colorado System,230,Other university,Computer Science,Computer Security and Networks,Intermediate Level,13,1,9450,9.15377002
Accounting: Principles of Financial Accounting,"Financial Accounting is often called the language of business; it is the language that managers use to communicate the firm's financial and economic information to external parties such as shareholders and creditors. Nobody working in business can afford financial illiteracy. Whether you run your own business, work as a manager or are just starting your career, you want to understand financial information and be able to interact with accountants, controllers, and financial managers. You want to talk business!",https://www.coursera.org/learn/financial-accounting,IESE Business School,25,Other university,Business,Finance,Beginner Level,12,2,90311,11.41101455
Securing Investment Returns in the Long Run,"In this course, you will learn about the famous dichotomy between active and passive investing, how to appropriately measure and analyze investment performance and what the future trends in the investment management industry are.",https://www.coursera.org/learn/investment-returns-long-run,University of Geneva,106,QS 100 University,Business,Finance,Unknown Level,8,5,27112,10.20773171
Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,"The path for entrepreneurs to grow their companies outside of well-developed entrepreneurial ecosystems like Silicon Valley is challenging. Most markets around the world do not look like Silicon Valley, and they never will. But there are other models to support new businesses. In transitioning markets (where entrepreneurs do not have much access to private sector financing), government officials, donors, and business leaders are experimenting with creative approaches to support the growth of entrepreneurs. Northeast Ohio, whose largest city is Cleveland, is one such community. During our time together in this course, we will be exploring some of these innovative approaches.",https://www.coursera.org/learn/entrepreneurship-development,Case Western Reserve University,162,Other university,Business,Entrepreneurship,Unknown Level,15,16,38905,10.56887806
Hardware Security,"In this course, we will study security and trust from the hardware perspective. Upon completing the course, students will understand the vulnerabilities in current digital system design flow and the physical attacks to these systems. They will learn that security starts from hardware design and be familiar with the tools and skills to build secure and trusted hardware.",https://www.coursera.org/learn/hardware-security,"University of Maryland, College Park",152,Other university,Computer Science,Computer Security and Networks,Unknown Level,12,5,26244,10.17519267
Fundamentals of Scalable Data Science,Apache Spark is the de-facto standard for large scale data processing. This is the first course of a series of courses towards the IBM Advanced Data Science Specialization. We strongly believe that is is crucial for success to start learning a scalable data science platform since memory and CPU constraints are to most limiting factors when it comes to building advanced machine learning models.,https://www.coursera.org/learn/ds,IBM,42,Company,Data Science,Data Analysis,Beginner Level,20,6,59884,11.00016464
Microwave engineering and antennas,"This unique Master-level course provides you with in-depth know-how of microwave engineering and antennas. The course combines both passive and active microwave circuits as well as antenna systems. Future applications, like millimeter-wave 5G/beyond-5G wireless communications or automotive radar, require experts that can co-design highly integrated antenna systems that include both antennas and microwave electronics. We will provide you with the required theoretical foundation as well as hands-on experience using state-of-the-art design tools.",https://www.coursera.org/learn/microwave-antenna,Eindhoven University of Technology,120,Other university,Physical Science and Engineering,Electrical Engineering,Intermediate Level,38,1,7117,8.870241567
Reproducible Templates for Analysis and Dissemination,"This course will assist you with recreating work that a previous coworker completed, revisiting a project you abandoned some time ago, or simply reproducing a document with a consistent format and workflow. Incomplete information about how the work was done, where the files are, and which is the most recent version can give rise to many complications. This course  focuses on the proper documentation creation process, allowing you and your colleagues to easily reproduce the components of your workflow. Throughout this course, you'll receive helpful demonstrations of RStudio and the R Markdown language and engage in active learning opportunities to help you build a professional online portfolio.",https://www.coursera.org/learn/reproducible-templates-analysis,Emory University,158,Other university,Data Science,Data Analysis,Beginner Level,20,1,1792,7.491087594
Innovation: From Creativity to Entrepreneurship Capstone,The capstone for the specialization will provide a learning experience that integrates across all the courses within it. It will involve analysis of a situation concerning a new enterprise ?Ä????? a venture of one?Ä?????s own or within a larger organization ?Ä????? to develop the current business model and compare against alternative business models so as to identify potential opportunities and challenges.,https://www.coursera.org/learn/innovation-creativity-entrepreneurship-capstone,University of Illinois at Urbana-Champaign,82,QS 100 University,Business,Entrepreneurship,Beginner Level,7,1,6469,8.774776816
Customer Segmentation and Prospecting,"In Course 1, we set the foundation for the Art of Sales Specialization and offer a new mindset for becoming a high-performer in sales. We will discuss the Knowledge, Skill and Discipline that you need to stand out in your industry, and create a goal for you to reach by the end of the specialization. Finally, you will learn how to talk about yourself and your business. You will build your personal Sales Trailer and learn how to get into and out of sales conversations quickly and effectively.",https://www.coursera.org/learn/customer-segmentation-prospecting,Northwestern University,29,QS 100 University,Business,Business Essentials,Beginner Level,12,6,39178,10.57587064
Cyber-Physical Systems: Modeling and Simulation,"Cyber-physical systems (CPS for short) combine digital and analog devices, interfaces, networks, computer systems, and the like, with the natural and man-made physical world. The inherent interconnected and heterogeneous combination of behaviors in these systems makes their analysis and design an exciting and challenging task.",https://www.coursera.org/learn/cyber-physical-systems-1,"University of California, Santa Cruz",416,Other university,Physical Science and Engineering,Mechanical Engineering,Intermediate Level,13,1,6318,8.751157981
Positive Psychology: Resilience Skills,"Learn how to incorporate resilience interventions into your personal and professional life with Dr. Karen Reivich. In this course, you are exposed to the foundational research in resilience, including protective factors such as mental agility and optimism. Several types of resilience interventions are explored including cognitive strategies; strategies to manage anxiety and increase positive emotions such as gratitude; and a critical relationship enhancement skill. Throughout the course, you will hear examples of individuals using resilience skills in their personal and professional lives.  Suggested prerequisites: Positive Psychology: Martin E. P. Seligman?Ä?????s Visionary Science, Positive Psychology: Applications and Interventions and Positive Psychology: Character, Grit & Research Methods.",https://www.coursera.org/learn/positive-psychology-resilience,University of Pennsylvania,16,QS 100 University,Health,Psychology,Beginner Level,16,5,55975,10.93266044
"Health Systems Development: Health systems, Policy and Research",This specialization is intended for people interested in health systems and how they function. Participants will learn about the global health systems landscape and the challenges and opportunities to achieve better health outcomes.,https://www.coursera.org/learn/healthsystems-policy-research,Imperial College London,8,QS 100 University,Health,Public Health,Beginner Level,19,1,2199,7.695757991
Discrete Math and Analyzing Social Graphs,The main goal of this course is to introduce topics in Discrete Mathematics relevant to Data Analysis.,https://www.coursera.org/learn/discrete-math-and-analyzing-social-graphs,National Research University Higher School of Economics,1500,Other university,Math and Logic,Math and Logic,Unknown Level,20,1,28892,10.27132002
Spanish Vocabulary: Meeting People,"????Hola! ????Como Estas? In this entry level course, you will take the first step toward exploring the foundations of Spanish grammar and pronunciation, and will begin to build a working vocabulary of common Spanish words and expressions. You will be able to talk about yourself, your family and friends in the present tense, and begin to explore the cultural context of the Spanish-speaking world through a series of videos and interactive activities, including speaking, reading and writing exercises. The adventure begins here, so ????v?????manos!",https://www.coursera.org/learn/spanish-vocabulary-meeting-people,"University of California, Davis",112,Other university,Language Learning,Other Languages,Beginner Level,16,9,166531,12.02293676
Essential Design Principles for Tableau,"In this course, you will analyze and apply essential design principles to your Tableau visualizations. This course assumes you understand the tools within Tableau and have some knowledge of the fundamental concepts of data visualization. You will define and examine the similarities and differences of exploratory and explanatory analysis as well as begin to ask the right questions about what?Ä?????s needed in a visualization. You will assess how data and design work together, including how to choose the appropriate visual representation for your data, and the difference between effective and ineffective visuals. You will apply effective best practice design principles to your data visualizations and be able to illustrate examples of strategic use of contrast to highlight important elements. You will evaluate pre-attentive attributes and why they are important in visualizations. You will exam the importance of using the ""right"" amount of color and in the right place and be able to apply design principles to de-clutter your data visualization.",https://www.coursera.org/learn/dataviz-design,"University of California, Davis",112,Other university,Data Science,Data Analysis,Beginner Level,12,5,43823,10.68791407
Optical Efficiency and Resolution,"This course can also be taken for academic credit as ECEA 5601, part of CU Boulder?Ä?????s Master of Science in Electrical Engineering degree.",https://www.coursera.org/learn/optical-efficiency-and-resolution,University of Colorado Boulder,230,Other university,Physical Science and Engineering,Electrical Engineering,Advanced Level,21,1,4521,8.416488487
Critical Thinking Skills for University Success,,https://www.coursera.org/learn/critical-thinking-skills,The University of Sydney,40,QS 100 University,Social Sciences,Education,Beginner Level,26,5,41974,10.64480566
Managing Your Health: The Role of Physical Therapy and Exercise,Managing Your Health: The Role of Physical Therapy and Exercise will introduce learners to the concepts and benefits of physical therapy and exercise. Over six weeks learners will explore:,https://www.coursera.org/learn/physical-therapy-exercise,University of Toronto,25,QS 100 University,Health,Patient Care,Beginner Level,12,1,26536,10.18625758
Management of International Development: Towards Agenda 2030,Welcome!,https://www.coursera.org/learn/towards-agenda-2030,Universit?? Bocconi,7,Other university,Business,Leadership and Management,Unknown Level,8,1,1955,7.578145472
"Making Successful Decisions through the Strategy, Law & Ethics Model","Successful decision making is based on three key pillars:  strategy, law and ethics.  After taking this course you will be able to use a practical framework based on these three elements to make successful business, personal and leadership decisions.",https://www.coursera.org/learn/strategy-law-ethics,University of Michigan,21,QS 100 University,Business,Business Essentials,Beginner Level,21,5,26314,10.1778564
"High Performance Collaboration: Leadership, Teamwork, and Negotiation","Are leaders born or made?  Learn the essential skills to develop and expand your leadership repertoire,  design teams for collaboration, and craft win-win negotiation strategies. High Performance Collaboration: Leadership, Teamwork, and Negotiation focuses on leadership, teamwork, and negotiation. Students will engage in self-assessments to analyze their leadership style, develop team charters to optimize their groups, and develop a game plan for effective negotiation.",https://www.coursera.org/learn/leadership-collaboration,Northwestern University,29,QS 100 University,Business,Leadership and Management,Unknown Level,14,3,72653,11.19344996
Lesson | Video Conferencing: Face to Face but Online,"This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course.",https://www.coursera.org/learn/lesson-video-conferencing-face-to-face-but-online,Georgia Institute of Technology,80,QS 100 University,Language Learning,Learning English,Unknown Level,1,15,8598,9.059284897
Positive Psychiatry and Mental Health,"In today?Ä?????s world, mental illness and distress are common and these account for a significant burden of disability within our community. At the same time, there is a growing interest in understanding and enhancing positive mental health and wellbeing; particularly from developments in the fields of positive psychology and mental health promotion.  Positive Psychiatry is a new term (Jeste et al 2016) that describes a dual approach to mental health, where we build strengths,  supports and healthy lifestyles as well as treating illness and distress.",https://www.coursera.org/learn/positive-psychiatry,The University of Sydney,40,QS 100 University,Health,Basic Science,Unknown Level,20,3,186270,12.13495251
Physics 101 - Energy and Momentum,"This course serves as an introduction to the physics of energy and momentum.  Upon completion, learners will have an understanding of how mathematical laws and conservation principles describe the motions and interactions of objects all around us.  They will gain experience in solving physics problems with tools such as graphical analysis, algebra, vector analysis, and calculus.  The course follows the typical progression of topics of a first-semester university physics course:  Kinematics, Newton?Ä?????s Laws, Energy, and Momentum.  Each of five modules contains reading links to a free textbook, complete video lectures, conceptual quizzes, and a set of homework problems.  Once the modules are completed, the course ends with an exam.  With 100 brief lectures and over 100 problems, this comprehensive course is similar in detail and rigor to those taught on-campus.  It will thoroughly prepare learners for their upcoming introductory physics courses, or more advanced courses in physics.",https://www.coursera.org/learn/physics-101-energy-momentum,Rice University,89,QS 100 University,Physical Science and Engineering,Physics and Astronomy,Intermediate Level,23,1,2666,7.888334501
The Arduino Platform and C Programming,"The Arduino is an open-source computer hardware/software platform for building digital devices and interactive objects that can sense and control the physical world around them. In this class you will learn how the Arduino platform works in terms of the physical board and libraries and the IDE (integrated development environment). You will also learn about shields, which are smaller boards that plug into the main Arduino board to perform other functions such as sensing light, heat, GPS tracking, or providing a user interface display. The course will also cover programming the Arduino using C code and accessing the pins on the board via the software to control external devices. Please note that this course does not include discussion forums.",https://www.coursera.org/learn/arduino-platform,"University of California, Irvine",210,Other university,Computer Science,Software Development,Unknown Level,13,6,161713,11.99357844
Introduction to Psychology,,https://www.coursera.org/learn/introduction-psychology,Yale University,17,QS 100 University,Health,Psychology,Beginner Level,15,5,768223,13.55183533
Shaping Your Professional Brand,You've thought about who you are and how you want your career to be. You have some soft skills to deal with situations that could cause problems. What about the team around you? How do you build functional and constructive professional relationships? How can you add value? What do employers look for when they are promoting?,https://www.coursera.org/learn/professional-brand,University of Illinois at Urbana-Champaign,82,QS 100 University,Business,Business Essentials,Beginner Level,23,1,4464,8.403800504
Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Course Description,https://www.coursera.org/learn/philosophy-cognitive-sciences,The University of Edinburgh,20,QS 100 University,Arts and Humanities,Philosophy,Unknown Level,10,4,59913,11.00064879
Content Strategy for Professionals: Engaging Audiences,"In this course, professionals at all levels of an organization will learn the best ways to engage an audience they want and need by smartly implementing their important, strategic stories and information and by using proven tools and techniques to enhance an audience?Ä?????s experiences and interest.",https://www.coursera.org/learn/engagement-strategy,Northwestern University,29,QS 100 University,Business,Marketing,Unknown Level,5,5,32561,10.39087053
Police Brutality in America Teach-Out,"The tragic deaths of George Floyd, Breonna Taylor, and Ahmaud Arbery have sparked a wave of renewed protests against police brutality across the United States. These nationwide uprisings have transformed into an intense interest from the public around understanding systemic racism and abuse of power. Millions of Americans and people around the world are watching incidents of police violence and excessive force captured on video, but are looking to learn about the inequalities at the root of these incidents. While the calls of  Black Lives Matter protesters to #DefundThePolice are being heard for the first time by many Americans, they are part of a longstanding effort by communities and activists to reinvest in communities rather than policing and prisons. In this Teach-Out, you will learn about the history of police violence in America, become aware of laws and policies that prevent accountability, understand the demands of protesters, and gain the knowledge and tools to fight for change locally.",https://www.coursera.org/learn/police-brutality-in-america-teach-out,University of Michigan,21,QS 100 University,Social Sciences,Governance and Society,Beginner Level,7,1,5376,8.589699882
