,link,title,provider,n_subscribers,description
2728,https://www.coursera.org/learn/cybersecurity-policy-aviation-internet,Cybersecurity Policy for Aviation and Internet Infrastructures,University of Colorado System,"5,186","In this course we will examine the aviation and Internet infrastructures, and various policies that have been developed to help guide and strengthen their cybersecurity programs.  The aviation and Internet infrastructures are also considered ""lifeline infrastructure"" as part of the transportation and communications sectors. Both subsectors are overseen by the Department of Homeland Security National Protection and Programs Directorate which manages the DHS National Infrastructure Protection Program. SSA responsibility for the aviation subsector is shared between the Transportation Security Administration and Federal Aviation Administration under the auspices of the Department of Homeland Security and Department of Transportation respectively.  The Department of Homeland Security retains sole responsibility as the Sector-Specific Agency for the Internet subsector.  While TSA and FAA have regulatory over the aviation subsector, DHS has no regulatory authority whatsoever over the Internet. In response to Executive Order 13636 issued by President Obama in February 2013, both sets of SSAs recommended continuing with voluntary cybersecurity measures. TSA and FAA reported they were working to implement the Transportation Roadmap across all transportation subsectors, including aviation. DHS reported that it was working with Internet providers to implement the Cyber Assessment Risk Management Approach. Despite some differences, the Transportation Roadmap and CARMA are very similar to the NIST Cybersecrity Framework and ES-C2M2 examined previously.  That is to say, they are predicated on a continuous improvement process that engages the whole organization in identifying and implementing incremental changes to enhance cybersecurity practices based on prevailing standards. This module will examine both the aviation and Internet lifeline infrastructure subsectors, and elements and application of the Transportation Roadmap and CARMA."
2729,https://www.coursera.org/learn/mobile-health-monitoring-systems,The Development of Mobile Health Monitoring Systems,Saint Petersburg State University,"6,390","This join course created by SPSU and ETU  includes 5 modules dedicated to different stages of the system development. Its modules represent several widely separated fields of biomedical engineering. We interconnect them by applying the knowledge from them all to a common task – the development of a prototype of an mHealth ECG system with built-in data-driven signal processing and analysis. Working on this task throughout the course, you will acquire a knowledge on how these branches of science, including electronics, mathematics, data science and programming are applied together in a real project. Pieces of hardware and software, as well as the data sets that we utilize in this course are the same components that we use in our work developing prototypes of devices and algorithms for our tasks in science and engineering."
2730,https://www.coursera.org/learn/speaking-listening-capstone,Advanced Speaking and Listening Project,"University of California, Irvine","5,376","Learners will present a well-organized academic speech on a topic in an academic field of the learner's choice. The learner will need to recall all of the skills learned in the previous three courses and complete several steps to complete the project. The learner will choose an academic topic and will then need to do some research, interview a couple of experts in the field, create visual elements, and record a video of the presentation. The presenter will use techniques for preparing and practicing a presentation and demonstrate effective verbal and non-verbal skills. Doing this will help prepare you for presentations in school or work."
2731,https://www.coursera.org/learn/algorithms-part2,"Algorithms, Part II",Princeton University,"237,449","This course covers the essential information that every serious programmer needs to know about algorithms and data structures, with emphasis on applications and scientific performance analysis of Java implementations. Part I covers elementary data structures, sorting, and searching algorithms. Part II focuses on graph- and string-processing algorithms."
2732,https://www.coursera.org/learn/hsk-2,Chinese for HSK 2,Peking University,"20,779",Welcome to  HSK level 2 course!
2733,https://www.coursera.org/learn/gcp-infrastructure-core-services,Essential Google Cloud Infrastructure: Core Services,Google Cloud,"115,396","This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud with a focus on Compute Engine. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring."
2734,https://www.coursera.org/learn/foundations-of-healthcare-systems-engineering,Foundations of Healthcare Systems Engineering,Johns Hopkins University,"4,348","Through dynamic video lectures and practical application questions, you will learn about the Foundations of Healthcare Systems Engineering.  In this course you will learn about the current lack of synchronized, efficient, and integrated healthcare systems, which are some of the drivers for improvements to healthcare delivery.  Also in this course, you will learn about the different types of systems and how they are translated to the healthcare field for appropriate systems engineering process applications, with exemplars.  Upon system type articulation and mapping, the systems engineering approach will be introduced to help begin the process of: 1) investigating healthcare challenges, needs, and requirements development; 2) developing system concepts, that are derived from requirements, and then realized in physical and process form; and finally, 3) the establishment of means to verify, validate, and deploy healthcare systems that address the need and meet requirements. Applications and exemplars will be provided."
2735,https://www.coursera.org/learn/how-to-write-a-resume,How to Write a Resume (Project-Centered Course),The State University of New York,"193,817",What you’ll achieve:
2736,https://www.coursera.org/learn/interpersonal-communication,Interpersonal Communication for Engineering Leaders,Rice University,"9,875","This course covers communication skills that engineering leaders use every day to motivate, inspire, and support the people in their organizations."
2737,https://www.coursera.org/learn/health-concepts-chinese-medicine,Health Concepts in Chinese Medicine,The Hong Kong University of Science and Technology,"17,996",Course Overview: https://youtu.be/L0-cZt1Hw7c
2738,https://www.coursera.org/learn/earth-amnh,The Dynamic Earth: A Course for Educators,American Museum of Natural History,"15,128","The AMNH course The Dynamic Earth: A Course for Educators provides students with an overview of the origin and evolution of the Earth. Informed by the recently released Next Generation Science Standards, this course examines geological time scales, radiometric dating, and how scientists “read the rocks.” We will explore dramatic changes in the Earth over the last 4 billion years, including how the evolution of life on Earth has affected its atmosphere. In addition to looking at geology on a global scale, participants will take to their own backyards to explore and share their local geologic history. Course participants will bring their understanding of the dynamic Earth - along with content resources, discussion questions, and assignments - into their own teaching."
2739,https://www.coursera.org/learn/cybersecurity-essentials-1,na,na,na,na
2740,https://www.coursera.org/learn/taxation-business-entities-part-1,Taxation of Business Entities I: Corporations,University of Illinois at Urbana-Champaign,"7,835","This course provides an introduction to the U.S. federal income taxation of corporations and their shareholders. The course focuses on the relevant provisions of Subchapter C of the Internal Revenue Code, as well as related Treasury Regulations and judicial opinions, governing corporate formation, operations, distributions, and liquidation. Practical in-class study problems facilitate self-discovery of technical tax knowledge along with the development of a variety of professional skills and attitudes."
2741,https://www.coursera.org/learn/how-to-write-a-scientific-paper,How to Write and Publish a Scientific Paper (Project-Centered Course),École Polytechnique,"128,036",What you will achieve:
2742,https://www.coursera.org/learn/user-research,User Experience: Research & Prototyping,University of California San Diego,"41,323","What makes for a great user experience? How can you consistently design experiences that work well, are easy to use and  people want to use? This course will teach you the core process of experience design and how to effectively evaluate your work with the people for whom you are designing. You'll learn fundamental methods of design research that will enable  you to effectively understand people, the sequences of their actions, and the context in which they work. Through the assignments, you’ll learn practical techniques for making sense of what you see and transform your observations into meaningful actionable insights and unique opportunity areas for design.  You’ll also explore how to generate ideas in response to the opportunities identified and learn methods for making your ideas tangible. By answering specific questions and refining your concepts, you’ll move closer to making your ideas real. We’ll use cases from a variety of industries including health, education, transportation, finance, and beyond to illustrate how these methods work across different domains."
2743,https://www.coursera.org/learn/air-pollution-health-threat,Air Pollution – a Global Threat to our Health,University of Copenhagen,"17,650","We all have to breathe to live. But the air we breathe is polluted both outdoors and indoors. Each year, this pollution costs 7 million lives across the globe – and a lot of suffering. 1 in 8 deaths is due to air pollution. This course will provide you with an introduction to the most recent research in the field of health effects of air pollution as well as a broader understanding of sources and spread of air pollution and what we should do about it."
2744,https://www.coursera.org/learn/matlab-capstone,Data Science Project: MATLAB for the Real World,MathWorks,"2,936","Like most subjects, practice makes perfect in Data Science.   In the capstone project, you will apply the skills learned across courses in the Practical Data Science with MATLAB specialization to explore, process, analyze, and model data.   You will choose your own pathway to answer key questions with the provided data."
2745,https://www.coursera.org/learn/valuechains,The Economics of Agro-Food Value Chains,Technische Universität München (TUM),"14,610",Have a look at our trailer for a brief introduction to this course: https://youtu.be/GADAgxTHjgE
2746,https://www.coursera.org/learn/strategic-leadership-capstone,Strategic Leadership and Management Capstone,University of Illinois at Urbana-Champaign,"8,699",The capstone is a strategic leadership and management plan where you’ll apply what you will learn to an actual business situation with participation by one or more focal companies. The deliverable will be designed to create value from the perspective of potential employers while achieving pedagogical and experiential goals for learners.
2747,https://www.coursera.org/learn/fpga-hardware-description-languages,Hardware Description Languages for FPGA Design,University of Colorado Boulder,"21,064","This course can also be taken for academic credit as ECEA 5361, part of CU Boulder’s Master of Science in Electrical Engineering degree."
2748,https://www.coursera.org/learn/finance-venture,How to finance your venture ?,École Polytechnique,"4,569","The course aims at providing knowledge and experience to entrepreneurs and would-be entrepreneurs. Entrepreneurs generally start with a mission, a new idea that they want to bring to the world. If the idea is original, it is probably not expected by the market, which has to be educated. This is a very costly experience. Entrepreneurs need to gather capital at the start of the journey. They need to articulate clear plans, define objectives and resources and raise money accordingly. They also need to manage cash for two reasons: i) because the better it is managed, the less you need to raise with outsiders; ii) because generation of cash flow is the pillar of the valuation of the company. And we should add that the practical reason why a company gets bankrupted is because it runs out of cash.."
2749,https://www.coursera.org/learn/data-collection-methods,"Data Collection: Online, Telephone and Face-to-face",University of Michigan,"11,181","This course presents research conducted to increase our understanding of how data collection decisions affect survey errors. This is not a “how–to-do-it” course on data collection, but instead reviews the literature on survey design decisions and data quality in order to sensitize learners to how alternative survey designs might impact the data obtained from those surveys."
2750,https://www.coursera.org/learn/seo-strategies,Advanced Search Engine Optimization Strategies,"University of California, Davis","37,328","This course focuses on technical, mobile and social strategies for increasing site traffic. Learn how to build SEO for international audiences through content localization, global team alignment and optimizing for local search engines. Discover techniques to optimize mobile-friendly websites, get mobile apps discovered, and leverage social media to drive organic SEO traffic.  You will also learn how to identify key SEO metrics and collect, interpret, validate, and report success to your clients and stakeholders."
2751,https://www.coursera.org/learn/mitigating-security-vulnerabilites-gcp,Mitigating Security Vulnerabilities on Google Cloud,Google Cloud,"13,493","In this self-paced training course, participants learn mitigations for attacks at many points in a Google Cloud-based infrastructure, including Distributed Denial-of-Service attacks, phishing attacks, and threats involving content classification and use. They also learn about the Security Command Center, cloud logging and audit logging, and using Forseti to view overall compliance with your organization's security policies."
2752,https://www.coursera.org/learn/health-economics-us-healthcare-systems,The Economics of Health Care Delivery,University of Pennsylvania,"11,665","In this course, you’ll learn about the key components of health care, and the economics behind their principles and pricing strategies. Professors Ezekiel Emanuel of Penn Medicine and Guy David of  the Wharton School have designed this course to help you understand the complex structure of the health care system and health insurance. Through study and analysis of providers and insurance through an economic lens, you’ll learn how basic economic principles apply to both principles and payment methods. By the end of this course, you’ll be able to identify different types of health care providers and understand the dynamic between the providers and patient so you can employ best practices and maximize profit for your health care organization."
2753,https://www.coursera.org/learn/google-cbrs-cpi-training,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,"1,767","This six-module program, developed by Google, will train you to be a Certificated Professional Installer (CPI) of radios which utilize the Citizens Broadband Radio Service (CBRS) band to provide communications infrastructure. You can expect to leave this training with the skills you need to get started as a Certified Professional Installer."
2754,https://www.coursera.org/learn/swift-ios-tables-networking,"Tables, Data & Networking in iOS",LearnQuest,"5,851","In this course you will learn how to work with data in iOS.  Data is the key ingredient for any functional app and one must learn how to properly display it to the user.  You will learn how to use tables and collection views to display data to users, and how to use Core Data to build more robust, data-driven applications."
2755,https://www.coursera.org/learn/health-service-delivery-and-human-resources,Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,Imperial College London,"2,509",This specialization is intended for people interested in health systems and how they function. Participants will learn about the global health systems landscape and the challenges and opportunities to achieve better health outcomes.
2756,https://www.coursera.org/learn/human-resources-management-capstone,Human Resources Management Capstone: HR for People Managers,University of Minnesota,"17,190","This specialization provides a robust introduction to the key principles, policies, and practices of human resource management, with a focus on understanding managerial choices and constraints, acquiring and onboarding talent, managing employee performance, and rewarding employees. The capstone project provides learners with the opportunity to apply these key principles and practices to a real-world workplace (including a learner's own workplace if desired). Specifically, the capstone project will involve identifying the key human resources challenges for a workplace--including the most pressing motivational, selection, performance evaluation, and reward issues. And for each of these areas, learners will devise a multi-step action plan for addressing the challenges identified."
2757,https://www.coursera.org/learn/internet-of-things-dragonboard,Internet of Things: Setting Up Your DragonBoard™ Development Platform,University of California San Diego,"14,351",Do you want to develop skills to prototype mobile-enabled products using state-of-the-art technologies? In this course you will build a hardware and software development environment to guide your journey through the Internet of Things specialization courses. We will use the DragonBoard™ 410c single board computer (SBC).
2758,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies,Cybersecurity Capstone:  Breach Response Case Studies,IBM,"12,369",This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.
2759,https://www.coursera.org/learn/fire-effect,"The Effect of Fires on People, Property and the Environment","University of Maryland, College Park","6,819","Fires impact people, property and the environment in all countries around the world.  In some cases, the resulting losses are extraordinary, causing hundreds of deaths, widespread damage to property and contents and significant impacts on the environment.   More often, fires may cause a single casualty or affect a single home, though the effects are still highly significant to those affected and collectively are substantial.  This course will provide an overview of the challenges posed by fire as well as the fire safety solutions that are available to meet those challenges."
2760,https://www.coursera.org/learn/remote-sensing,"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),"4,797","Welcome to Remote Sensing Image Acquisition, Analysis and Applications, in which we explore the nature of imaging the earth's surface from space or from airborne vehicles."
2761,https://www.coursera.org/learn/cybersecurity,na,na,na,na
2762,https://www.coursera.org/learn/humanrights,Human Rights for Open Societies,Utrecht University,"38,227",Human rights are under pressure in many places across the globe. Peaceful protests are violently quashed. Voting is tampered with. And minorities are often excluded from decision-making. All of this threatens the ideal of an open society in which each of us can be free and participate equally. A solid protection of human rights is needed for an open society to exist and to flourish. But it is often an uphill battle to work towards that ideal. Equip yourself and learn more about what human rights are and how they work.
2763,https://www.coursera.org/learn/religious-transformation-early-china-the-period-of-division,Religious Transformation in Early China: the Period of Division,The Chinese University of Hong Kong,"2,206","This sequence of four courses will propose a multi-disciplinary approach to the study of Chinese cultural history conceived of as a succession of modes of rationality (philosophical, bureaucratic, and economic). The focus will be on the moments of paradigm shift from one mode of rationality to another. For each of these moments, cultural facts and artifacts—thought, literature, ritual—will be examined in relationship to changing social, political, and economic systems."
2764,https://www.coursera.org/learn/automata-system-validation,System Validation: Automata and behavioural equivalences,EIT Digital,"8,609","Have you ever experienced software systems failing? Websites crash, calendar not synchronising, or even a power blackout. Of course you have! But did you know that many of these errors are the result of communication errors either within a system or between systems? Depending on the system, the impact of software failures can be huge, even resulting in massive economic damage or loss of lives. Software, and in particular the communication between software-intensive systems, is very complex and very difficult to get right. However, we _need_ dependability in the systems we use, directly or indirectly, to support us in our everyday lives."
2765,https://www.coursera.org/learn/modern-middle-east-1,The Emergence of the Modern Middle East - Part I,Tel Aviv University,"42,312","This course will review the emergence of the modern Middle East from the fall of the Ottoman Empire, at the end of the First World War to the present. We will discuss the Ottoman legacy in the region and the Western imperial impact on the creation of the Arab state system. The course will review the rise and retreat of Arab nationalism, the problems of internal cohesion of the Arab states, issues of religion and state, and the evolution of Islamist politics. We will also focus on the evolution of the Arab-Israeli conflict and its impact on the region and will conclude with an in depth analysis of the “Arab Spring” by placing these contemporary revolutionary events in their historical context."
2766,https://www.coursera.org/learn/git-distributed-development,Using Git for Distributed Development,The Linux Foundation,"10,632","Course 4 focuses on using git for open source software distributed development. Git is a revision control system which arose out of the Linux kernel development community. Git was designed to help developers spread across the globe working on complicated projects coordinate their work in a rational way and keep track of everything they were doing. Overtime, Git has grown to be used by millions of projects today. This course gives you the opportunity to learn how to use git efficiently and make contributions in a relatively short amount of time. It will cover:"
2767,https://www.coursera.org/learn/responsivedesign,Advanced Styling with Responsive Design,University of Michigan,"88,939","It used to be the case that everyone viewed webpages on about the same size screen.  But with the explosion of the use of smartphones to access the Internet, the landscape of design has completely changed.  People viewing your site will now expect that it will perform regardless of the platform (smartphone, tablet, laptop, or desktop computer).  This ability to respond to any platform is called responsive design."
2768,https://www.coursera.org/learn/system-validation-software-protocols,"System Validation (4): Modelling Software, Protocols, and other behaviour",EIT Digital,"3,481","System Validation is the field that studies the fundamentals of system communication and information processing. It allows automated analysis based on behavioural models of a system to see if a system works correctly. We want to guarantee that the systems does exactly what it is supposed to do. The techniques put forward in system validation allow to prove the absence of errors. It allows to design embedded system behaviour that is structurally sound and as a side effect enforces you to make the behaviour simple and insightful. This means that the systems are not only behaving correctly, but are also much easier to maintain and adapt. ’Modeling Software Protocols, and other behaviour' demonstrates the power of formal methods in software modelling, communication protocols, and other examples. Reading material. J.F. Groote and M.R. Mousavi. Modeling and analysis of communicating systems. The MIT Press, 2014."
2769,https://www.coursera.org/learn/algorithms-on-strings,Algorithms on Strings,University of California San Diego,"71,061","World and internet is full of textual information. We search for information using textual queries, we read websites, books, e-mails. All those are strings from the point of view of computer science. To make sense of all that information and make search efficient, search engines use many string algorithms. Moreover, the emerging field of personalized medicine uses many search algorithms to find disease-causing mutations in the human genome."
2770,https://www.coursera.org/learn/war,Paradoxes of War,Princeton University,"65,667","The Paradoxes of War teaches us to understand that war is not only a normal part of human existence, but is arguably one of the most important factors in making us who we are. Through this course, I hope that you will come to appreciate that war is both a natural expression of common human emotions and interactions and a constitutive part of how we cohere as groups. That is, war is paradoxically an expression of our basest animal nature and the exemplar of our most vaunted and valued civilized virtues. You will learn some basic military history and sociology in this course as a lens for the more important purpose of seeing the broader social themes and issues related to war. I want you to both learn about war, but more importantly, use it as way of understanding your everyday social world. So, for example, the discussion of war and gender will serve to start you thinking about how expectations of masculinity are created and our discussion of nationalism will make clear how easy “us-them” dichotomies can be established and (ab)used. I will suggest some readings for you to complement the class and assign some activities through which you will be able to apply the theoretical insights from the course to your observations of everyday life. At the end of the course, you will start to see war everywhere and come to appreciate how much it defines our life."
2771,https://www.coursera.org/learn/northeastern-data-privacy,Data Privacy Fundamentals,Northeastern University,"7,604","This course is designed to introduce data privacy to a wide audience and help each participant see how data privacy has evolved as a compelling concern to public and private organizations as well as individuals. In this course, you will hear from legal and technical experts and practitioners who encounter data privacy issues daily. This course will review theories of data privacy as well as data privacy in the context of social media and artificial intelligence. It will also explore data privacy issues in journalism, surveillance, new technologies like facial recognition and biometrics. Completion of the course will enable the participant to be eligible for CPE credit."
2772,https://www.coursera.org/learn/gender-analytics-human-centered-design,Human-Centered Design for Inclusive Innovation,University of Toronto,na,"This course introduces the principles and practices of human-centered design (also sometimes called “design thinking”) which are essential for developing innovative and inclusive products, services, processes and policies. You will learn by doing, experiencing the design process through exercises and a mini-bootcamp."
2773,https://www.coursera.org/learn/missing-data,Dealing With Missing Data,"University of Maryland, College Park","9,990","This course will cover the steps used in weighting sample surveys, including methods for adjusting for nonresponse and using data external to the survey for calibration.  Among the techniques discussed are adjustments using estimated response propensities, poststratification, raking, and general regression estimation.  Alternative techniques for imputing values for missing items will be discussed.  For both weighting and imputation, the capabilities of different statistical software packages will be covered, including R®, Stata®, and SAS®."
2774,https://www.coursera.org/learn/foundations-of-diversity-and-inclusion-at-work-teachout,Foundations of Diversity and Inclusion at Work TeachOut,University of Virginia,"11,263","The summer of 2020 has brought issues of equity and race to the forefront of society. How do we create tolerant and just climates at work? Changing the culture of an organization is challenging in the best of circumstances; today, it can seem impossible. Yet, it is more necessary and urgent than ever to address these issues thoughtfully and with effective practices that can produce real change.  Six Darden professors have designed this teach-out to bring you the latest scholarship and best practices on diversity, equity and inclusion and organizational change. You'll learn how to identify and counteract inequity in organizations, how to build the business case for diversity and inclusion, and how managers can  constructively address inequity. You'll also learn how to promote the principles of diversity, equity, and inclusion at work, how to have difficult conversations, and how to manage and lead change."
2775,https://www.coursera.org/learn/modern-middle-east-2,The Emergence of the Modern Middle East - Part II,Tel Aviv University,"16,672","This course will discuss the developments in the Middle East from the early 20th century to the present. It will discuss the rise and retreat of Arab nationalism, the problems of internal cohesion of the Arab states, issues of religion and state, and the evolution of Islamist politics. It will also focus on the evolution of the Arab-Israeli conflict and its impact on the region and will conclude with an in depth analysis of the “Arab Spring” by placing these contemporary revolutionary events in their historical context."
2776,https://www.coursera.org/learn/particle-dynamics,Particle Dynamics,Korea Advanced Institute of Science and Technology(KAIST),"2,188","This course teaches dynamics, one of the basic mechanics subjects of Mechanical Engineering. Students would be able to organize their knowledge about force and motion, work-energy, impulse-momentum in view of Newton's 2nd law and its integration over time and displacement. The Engineering Dynamics consists of two parts: particle dynamics and rigid body dynamics. This is the first part of the dynamics: Particle dynamics class will consist of lecture videos, which are about 15 min length (or a bit longer). These contain a couple of practice problem solving. There will also be standalone homeworks that are not part of video lectures, and a final exam."
2777,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,Cybersecurity Compliance Framework & System Administration,IBM,"38,551",This course gives you the background needed to understand the key cybersecurity compliance and industry standards.  This knowledge will be important for you to learn no matter what cybersecurity role you would like to acquire or have within an organization.
2778,https://www.coursera.org/learn/algorithms-data-collection-code,"Algorithms, Data Collection, and Starting to Code",University of Colorado System,"16,397","This course starts you on your journey learning about computational thinking and beginning C programming. If you’d like to explore how we can interact with the world in a rigorous, computational way, and would also like to start learning to program, this is the course for you!"
2779,https://www.coursera.org/learn/environmental-management-ethics,Environmental Management & Ethics,Technical University of Denmark (DTU),"15,569","Decision-makers often turn to scientists and engineers to assist them to navigate through complex environmental, health and societal challenges pervaded by systemic uncertainty, ambiguity and ethical implications."
2780,https://www.coursera.org/learn/gcp-infrastructure-foundation,Essential Google Cloud Infrastructure: Foundation,Google Cloud,"139,479","This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud with a focus on Compute Engine. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, virtual machines and applications services. You will learn how to use the Google Cloud through the console and Cloud Shell. You'll also learn about the role of a cloud architect, approaches to infrastructure design, and virtual networking configuration with Virtual Private Cloud (VPC), Projects, Networks, Subnetworks, IP addresses, Routes, and Firewall rules."
2781,https://www.coursera.org/learn/health-behavior-change,Health Behavior Change: From Evidence to Action,Yale University,"16,417","Humans often fail to make rational decisions that affect their health. This course seeks to heighten understanding of the social and behavioral factors that contribute to health decisions and behaviors, with an ultimate goal of learning how to utilize these factors in improving public health efforts. Through a set of experiential learning exercises, students will learn to apply the science of health behavior change in their own lives. The course is appropriate for students interested in health care and public health, as well as individuals who are interested in learning to apply the science of behavior change to improve their personal wellbeing."
2782,https://www.coursera.org/learn/human-computer-interaction,Human-Centered Design: an Introduction,University of California San Diego,"121,777","In this course, you will learn how to design technologies that bring people joy, rather than frustration. You'll learn several techniques for rapidly prototyping (such as Wizard of Oz Prototyping) and evaluating multiple interface alternatives -- and why rapid prototyping and comparative evaluation are essential to excellent interaction design. You'll learn how to conduct fieldwork with people to help you get design ideas. How to make paper prototypes and low-fidelity mock-ups that are interactive -- and how to use these designs to get feedback from other stakeholders like your teammates, clients, and users. Armed with these design-thinking strategies, you’ll be able to do more creative human-centered design in any domain."
2783,https://www.coursera.org/learn/human-language,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,"156,399","Everywhere, every day, everybody uses language. There is no human society, no matter how small or how isolated, which does not employ a language that is rich and diverse. This course introduces you to linguistics, featuring interviews with well-known linguists and with speakers of many different languages. Join us to explore the miracles of human language!"
2784,https://www.coursera.org/learn/healing-with-the-arts,Healing with the Arts,University of Florida,"75,576","Through art projects—including visual arts, dance, writing, and music—along with spiritual practices and guided imagery, Healing With the Arts gives you the tools to heal what you need to heal in your life: physical, mental, emotional, and spiritual."
2785,https://www.coursera.org/learn/evolvinguniverse,The Evolving Universe,Caltech,"64,398","This is an introductory astronomy survey class that covers our understanding of the physical universe and its major constituents, including planetary systems, stars, galaxies, black holes, quasars, larger structures, and the universe as a whole."
2786,https://www.coursera.org/learn/entrepreneurship-capstone,Entrepreneurship Capstone,"University of Maryland, College Park","4,216","Integrate the tools and concepts from the specialization courses to develop a comprehensive business plan. Choose to enhance new venture concepts previously explored in specialization courses, or develop a new concept for this capstone project. Develop a comprehensive, customer-validated business model and create an investor pitch for the concept."
2787,https://www.coursera.org/learn/agriculture-economics-nature,"Agriculture, Economics and Nature",University of Western Australia,"33,099","Sound economic thinking is crucial for farmers because they depend on good economic decision making to survive. Governments depend on economic information to make good policy decisions on behalf of the community. This course will help you to contribute to better decision making by farmers, or by agencies servicing agriculture, and it will help you to understand why farmers respond to policies and economic opportunities in the ways they do."
2788,https://www.coursera.org/learn/data-modeling-regression-analysis-business,Data Modeling and Regression Analysis in Business,University of Illinois at Urbana-Champaign,"6,558","The course will begin with what is familiar to many business managers and those who have taken the first two courses in this specialization. The first set of tools will explore data description, statistical inference, and regression. We will extend these concepts to other statistical methods used for prediction when the response variable is categorical such as win-don’t win an auction. In the next segment, students will learn about tools used for identifying important features in the dataset that can either reduce the complexity or help identify important features of the data or further help explain behavior."
2789,https://www.coursera.org/learn/humanitarian-communication,Humanitarian communication : Addressing key challenges,University of Geneva,"11,748",Learn how to address the main challenges of communication in humanitarian settings and how to implement a communication plan in the midst of humanitarian action.
2790,https://www.coursera.org/learn/decentralized-apps-on-blockchain,Decentralized Applications (Dapps),University at Buffalo,"23,156","This third course of the Blockchain specialization prepares you to design and develop end-to-end decentralized applications (Dapps) – which provide anyone with access to the blockchain’s features and services. You will use Truffle IDE, smart contracts, a simple web client and a MetaMask client. You will learn about the architecture of a Dapp: the front-end client interface, backed by the blockchain and smart contracts. The course covers the basic design of a Dapp, Truffle development process and commands (init, develop, test and migrate), test-driven development of Dapp, Dapp application models and emerging standards that are essential for predictable Dapp behavior."
2791,https://www.coursera.org/learn/nonprofit-gov-3,The Factors that Influence the Effectiveness of Boards and the Governance Process,University at Buffalo,"4,703","The third course in this Specialization introduces you to the factors that influence how effective boards of directors will be in carrying out their roles and responsibilities and hence the impact they have in shaping the success of the organization they govern. While this course has been developed with North American culture in mind, we do appreciate that, in other parts of the world, the nature of the factors that influence the effectiveness of nonprofit boards of directors may vary. Nevertheless,it is our hope that much of the course content will still be of value to those in other parts of the world."
2792,https://www.coursera.org/learn/hsk-3-part2,Chinese for HSK 3 PART II,Peking University,"11,015","大家好！Hi, everyone, welcome to join our Chinese for HSK Level 3 course. This is CHEN Li and LU Yun, and we are very happy to meet you here!"
2793,https://www.coursera.org/learn/home-care,Foundations for Assisting in Home Care,The State University of New York,"8,420",This course is intended as a self-study course for those interested in exploring a career as a Home Health Aide or Personal Care Aide.
2794,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos,Hybrid Cloud Infrastructure Foundations with Anthos,Google Cloud,"7,485","This on-demand course equips students to build reliable and manageable multi-cluster Kubernetes infrastructures using Anthos GKE, whether deployed with Anthos on Google Cloud or with Anthos deployed on VMware. It is a continuation of Architecting with GKE and assumes hands-on experience with the technologies covered in that course."
2795,https://www.coursera.org/learn/bim-fundamentals,BIM Fundamentals for Engineers,National Taiwan University,"40,573","​The course is designed for students to learn the essential concepts of BIM, and the basic technical skills to create and manipulate a BIM model. Those skills include how to retrieve information from a BIM model and how to use common modeling tools."
2796,https://www.coursera.org/learn/chemistry-1,Chemistry,University of Kentucky,"130,233","This course is designed to cover subjects in advanced high school chemistry courses, correlating to the standard topics as established by the American Chemical Society. This course is a precursor to the Advanced Chemistry Coursera course. Areas that are covered include atomic structure, periodic trends, compounds, reactions and stoichiometry, bonding, and thermochemistry."
2797,https://www.coursera.org/learn/health-equity-research,Foundations of Health Equity Research,Johns Hopkins University,"3,460","Introduces students to the core principles of health equity research. Covers topics such as defining health equity, engaging community and policy stakeholders, patient-centeredness, cultural competence, and dissemination of research findings. Content will recognize different geographic, cultural, and social contexts where health inequities occur."
2798,https://www.coursera.org/learn/jerusalem,The Fall and Rise of Jerusalem,Tel Aviv University,"18,424",The destruction of the First Temple in Jerusalem and the Babylonian Exile were a great catastrophe in the history of the Jewish Nation.
2799,https://www.coursera.org/learn/role-of-advertising,Advertising and Society,Duke University,"24,044","This course examines the relation of advertising to society, culture, history, and the economy.  Using contemporary theories about visual communications, we learn to analyze the complex levels of meaning in both print advertisements and television commercials."
2800,https://www.coursera.org/learn/objective-c,Foundations of Objective-C App Development,"University of California, Irvine","29,636",An introduction to the Objective-C programming language.  This will prepare you for more extensive iOS app development and build a foundation for advanced iOS development topics.
